0	16435	7656	10737	9703	3817	17505	5741	18325	3671	7334	5963	10360	1822	5494	6633	10692	4494	6697	2185	2912	5903	7232	7225	6856	5587	13581	3149	3195	16989	15156	5484	10496	2382	4902	3146	3057	5474	3027	3244	10955	2071	7461	4807	2802	3374	19239	1649	5267	2267	2092	7066	4598	1956	789	3520	3126	14698	3276	11193	8496	6862	8795	7155	892	5689	5374	3532	3740	4076	2911	3256	16912	2462	5310	5153	12760	2190	17467	14603	4827	9156	11922	12463	2627	3165	6683	2010	7438	3245	17754	2643	14156	9839	14908	7386	11346	4661	10792	2868	14275	15884	5644	18424	3663	17557	2467	3984	4155	5416	12251	16784	3324	10527	14918	1808	8545	1869	1521	4146	18612	13727	1761	3332	1219	5153	1857	2575	17583	8147	6100	3441	14670	4084	2346	5893	4398	4214	8676	3918	3905	2738	8552	16488	15025	1239	7965	17473	1417	18786	9663	6631	1013	5893	5974	18043	10114	7466	3035	1302	4177	13047	6643	1383	9428	4285	2311	4635	4867	11457	2834	12211	1913	3243	7431	15051	18622	5018	1535	18096	3532	7601	6355	3435	5037	6569	8916	4624	12238	12618	7375	5410	3397	4233	4150	5482	17587	8782	1721	2110	5448	16172	5243	5459	15585	5909	11290	7645	3892	15400	3090	19206	16199	5424	2201	1983	3052	5952	8152	4130	1706	1461	3694	4635	2100	1934
16435	0	14339	12858	8230	13131	2003	11717	5093	18863	15416	16610	8553	14849	18090	15284	9045	12824	16410	18531	16420	17450	13254	16194	16253	17269	5583	19418	18655	6526	6772	11989	11383	17343	14753	17290	16494	11059	18734	15369	7102	18501	16110	18747	19224	13691	4025	18055	17882	18527	18479	9890	18813	15188	15647	13002	13310	8836	18773	5493	10061	16593	13175	13959	17068	16108	12386	16428	12832	12362	18862	14432	6524	15735	16001	16511	10248	16797	3122	1871	14185	13213	11466	8510	19010	14074	15245	18341	12540	19373	1337	19078	9312	10736	8303	15381	10995	18484	9904	13775	2548	1525	17866	3888	15102	5059	17038	15159	19038	18015	6706	6048	16565	11992	5681	14689	11893	17729	17897	16267	2566	6478	18054	19706	17462	16511	17099	17525	4179	15412	10635	17815	6079	19090	18122	15570	16541	12780	14206	17607	14371	19158	14836	6447	5478	17342	14932	5827	16448	3609	9617	11911	15882	15570	14625	1811	13145	12248	17067	17591	18937	9307	11151	15491	14163	15788	18731	16136	14435	7484	16275	7483	15132	18514	15735	1414	2236	16540	17691	3751	16428	14313	13438	15108	11566	14173	14279	12007	11112	10964	16213	17503	18280	17801	16880	17287	3052	10771	17942	18081	11563	273	16780	12308	4962	13276	6105	12415	16994	3215	13458	3274	5744	18171	16952	17987	16341	13143	11357	18492	16833	16343	14526	18883	18529	15996
7656	14339	0	6265	17320	11433	14757	13393	12004	4683	1665	2304	7096	7927	4869	9484	15984	12148	2759	6700	9176	6368	12062	6486	7332	7328	18036	6222	4896	9757	13933	13132	12020	5273	10934	8391	4767	12302	6941	5347	18551	6485	4527	5608	5920	7638	11594	6840	3720	5869	6651	14467	6007	7117	8212	10682	9889	7995	4900	16601	15629	6235	10800	11096	6777	1990	12942	4272	10991	10608	6778	10760	11251	5909	2366	8810	10528	5552	11356	15330	11488	1555	8708	14815	6361	10810	9500	6834	3516	6307	13558	6110	9554	3978	10981	8373	3692	6491	14411	8482	16510	15815	4383	11122	5106	13213	8503	10496	4705	6050	18287	9133	9109	2911	8659	9219	13211	7581	7003	9407	13720	7941	7047	5623	7421	8810	5811	8069	14161	5912	13318	4308	15731	4753	7384	9631	3276	11831	8762	3834	11111	6185	7089	8834	16030	6452	8363	9891	6446	13372	15864	13751	7303	9631	10840	12983	8322	13301	8596	7302	6381	5413	14235	9035	5354	3725	6417	9465	4285	17851	9285	7261	9557	7178	2690	15119	13443	2648	7390	11055	4272	10133	12175	10412	12153	2123	7976	9442	5443	6905	4758	7150	4527	7694	8749	2989	14745	14702	6157	7308	13017	14514	2560	13027	15849	12414	18475	3454	8671	16966	10392	12045	8875	5170	5499	5834	4843	4627	4669	6951	8398	8673	5764	4872	6480	6251
10737	12858	6265	0	13996	13458	11345	13716	7835	7293	5024	5937	12204	12223	5255	6483	10574	13236	4793	8586	9616	5056	8695	3818	4614	5785	11849	7611	7821	6415	7909	13538	6389	9210	9653	8657	9488	15878	7906	10595	13812	8667	3340	5944	7940	12947	8895	9102	5809	8549	8664	15737	6203	11691	11524	14063	13858	4167	7701	17094	12440	4079	6086	7664	10058	6977	12898	9156	14163	14803	7953	11802	6465	10722	7644	7198	4264	9782	10583	14656	10551	5363	2444	8650	8123	12441	6455	8773	9700	7534	11534	8094	3827	8999	5174	4876	5644	6268	8803	13243	14636	13055	5174	9312	10573	8303	9362	10117	6698	5429	12157	7459	9142	5051	10007	12445	8927	9192	9249	8657	10408	10370	9049	7412	9647	7198	9692	8912	9392	2681	15778	8067	9623	6764	8686	7267	8172	13680	4140	7750	11283	8002	2853	7058	10074	9744	4369	7251	10472	9437	11261	11934	11202	7267	8445	11155	2660	10042	8928	9529	6685	6183	13435	11531	1353	9117	8430	8255	10232	12139	9821	11003	11754	7814	4207	14221	10637	7423	9371	9611	9156	6300	9709	10700	15276	8357	3229	14882	2899	1976	3385	5853	7825	7215	8050	5995	10522	10583	9145	8850	14554	13119	6864	12927	10142	10591	15194	9592	8217	12352	13597	9666	8496	5314	9638	8993	9645	10859	10670	6926	9960	10531	11335	6138	8638	10724
9703	8230	17320	13996	0	6000	7952	3969	10453	12693	16328	15182	13785	9674	12974	8766	3466	5214	15191	10650	8212	11715	6093	12070	11084	10675	4064	11210	12440	12694	7743	4221	7606	12080	6630	9064	12686	5677	10504	12338	1252	10852	14062	12111	11451	10333	11084	10485	13874	11457	10691	3365	11689	10492	9201	6955	7818	14029	12446	4076	2027	12178	8168	7177	10570	15331	4379	13181	6631	7271	10647	6560	10920	11667	15012	9035	10186	11855	11299	6905	5965	18558	11809	5738	11015	6539	8766	10508	15680	11144	9124	11255	11849	17033	10562	10208	18930	11247	5215	9333	5809	6824	13446	11588	12662	9121	8869	6929	12762	11868	2884	13542	8338	19039	13826	8244	5338	9762	10321	8162	8975	14307	10286	11794	9899	9035	11559	9326	8312	13034	4540	13012	6064	12705	9992	8367	14101	5608	10305	13485	6228	11194	12009	13815	6013	10886	10439	12710	10980	9237	2754	3696	10154	8367	7049	9704	11399	4686	8837	10019	11241	17279	3086	8320	14270	13842	10933	8205	13736	2362	8088	14494	7792	10303	15651	7223	9266	14680	9938	11652	13181	8413	5610	6941	5639	15985	11237	8836	16120	14314	13806	10802	12800	9967	8864	14513	7895	3623	11164	10049	4507	8023	14771	4294	6383	5155	2264	15868	8895	5735	7169	10662	13828	12683	11891	11487	12637	13969	15114	10683	8929	8647	12144	12727	10858	11257
3817	13131	11433	13458	6000	0	13699	2085	16397	7340	11125	9756	11597	3752	8732	7361	7917	980	10376	5421	3845	8460	6189	9644	8864	7674	10037	6311	6923	18469	13047	1880	9852	6179	4226	4824	6693	2454	5808	6400	7233	5487	10663	7862	6235	4843	16924	5039	8890	5926	5398	3292	7510	4553	3221	1459	2273	17500	6981	7638	5251	9412	8797	6810	4709	9493	2102	7189	1223	2417	5831	1676	16395	5687	9067	6332	13088	5882	15939	11288	3457	12958	13389	10285	5891	1021	7402	5235	10364	6332	14402	6037	15282	12724	14898	8810	15087	7321	8805	3741	10664	12179	9026	17018	6761	15002	4168	3497	7699	8178	8767	19109	4317	14331	15985	2246	6966	4604	4863	4854	14799	15048	4954	6732	4402	6332	5629	4654	14299	10818	2515	7256	11739	7628	5049	6489	8157	399	9900	7734	2385	6058	10679	19513	11856	5053	9400	18705	4993	15222	6746	3794	4155	6489	5645	14936	11657	5529	4547	4536	6987	16690	3118	2486	12399	7844	5666	5308	7935	8053	3641	13636	2030	5810	11096	11740	14934	8819	4578	16829	7189	7950	4966	2814	1833	10049	10589	4303	15772	15407	10500	7613	7179	6258	5419	9228	13853	6289	5470	4960	1637	12861	9060	2167	12306	4072	7475	10585	5243	11598	1372	16304	17892	8558	5934	5765	6638	8589	10568	6634	3722	3212	6381	8016	5507	5259
17505	2003	14757	11345	7952	13699	0	11857	3548	18633	15190	16562	10285	16446	16484	13448	7751	13091	15771	18239	15826	15474	11818	14278	14253	15286	4414	17982	19160	5472	4775	12123	9458	19345	13782	16296	18439	12129	17474	17368	6707	18543	14683	16833	18590	15570	3228	18337	17110	19192	18344	10440	16817	16979	16803	14055	14603	7693	19032	6405	9429	14689	11266	12320	18389	16747	12331	18238	13807	13676	17691	14512	4880	17715	16999	14826	8287	18780	3661	3378	13494	13312	9630	6730	18288	14434	13404	18191	14039	17827	1561	18536	7593	11885	6444	13383	11078	16490	8259	15442	3368	1733	16504	3637	17081	3161	16507	14483	18005	16050	5714	5662	15702	11951	6575	15739	10417	17511	18199	15094	1109	7612	18075	18316	17826	14826	18988	16811	2197	13670	11421	19061	4264	18064	17495	13892	17846	13305	12203	18581	14096	18374	12934	5993	3702	18742	12929	5051	18213	1919	8568	11355	17430	13892	13219	2011	11215	11098	16200	17934	16971	9347	11038	16176	12697	17469	18464	14781	16271	6535	15773	8892	15676	17141	15039	2999	1315	17395	17796	3736	18238	12445	12312	14747	12515	15395	12313	13748	10240	9626	14704	15517	19107	16106	15502	17018	1049	9633	19115	17674	12064	2152	17256	12246	3136	12438	6226	13874	15702	2226	14458	2713	5916	16434	18937	19439	18302	14973	12987	16649	16813	16596	16528	17376	18531	17898
5741	11717	13393	13716	3969	2085	11857	0	14312	8988	12826	11496	12955	5836	9942	7233	5956	1246	11903	6951	4788	9235	5267	10182	9242	8273	7967	7701	8645	16454	11067	273	8614	8122	4093	5781	8723	3050	7071	8484	5218	7095	11678	9025	7784	6833	15043	6682	10419	7637	6963	2100	8620	6638	5238	3319	4209	16715	8677	6392	3222	10066	8026	6173	6616	11413	827	9217	3003	4013	7157	2735	14440	7764	11049	6664	11901	7887	14813	10019	3194	14861	12758	8409	7380	2583	7262	6784	12404	7679	12839	7581	14100	14698	13306	8842	17085	8305	7081	5741	9169	10518	10328	15445	8846	12920	5337	3820	9220	9118	6685	17504	5104	16211	16300	4317	5612	6064	6509	5313	12916	15858	6528	8219	6061	6664	7594	5838	12226	11390	2217	9113	9670	9153	6406	6461	10137	1721	9652	9593	2747	7559	10884	17782	9772	6942	9350	16654	7016	13201	4781	2173	6204	6461	5276	13415	11344	4190	5509	6189	8100	18767	1053	4359	13025	9902	7225	5612	10016	5968	4613	14816	3836	6969	12570	10438	13155	10747	6157	15422	9217	7503	4111	3471	2597	12128	10513	5918	16561	15346	11465	8290	8960	7061	6013	10895	11864	4534	7271	6395	1124	11466	10913	790	10222	3179	5699	12624	5926	9671	3392	14564	17423	9709	7922	7587	8681	10612	12477	7628	5175	4796	8452	9391	7108	7323
18325	5093	12004	7835	10453	16397	3548	14312	0	15112	11887	13207	10965	19839	13073	11753	8643	15481	12271	16203	15648	12480	11510	11165	11481	12743	6390	15275	15636	2254	3669	14522	8022	16908	13878	15235	16743	15564	15316	17229	9254	16372	11171	13659	15712	18214	1864	16745	13562	16371	16311	13554	13820	19079	18885	17343	18077	4222	15523	9914	11188	11543	9644	11406	17869	13799	14407	16259	17035	17196	15445	16150	1440	17902	14335	13217	5572	17397	4104	6825	14186	10449	6437	6504	15799	16581	11703	16363	13195	15162	3844	15838	4230	10778	3417	10939	8478	13708	8143	18832	6914	5281	13008	2849	16872	1411	15963	14839	14531	12993	7636	3443	15172	9107	6228	18570	10314	16458	16847	14344	2574	7423	16590	15202	17108	13217	17450	15783	2160	10319	14677	15710	4696	14598	15979	12534	15204	16025	9650	15291	15295	15716	9821	3557	4543	17573	10359	2390	18240	1632	9780	12852	19037	12534	12638	3640	8224	11572	15381	17032	14204	6940	13284	17942	9179	15709	16126	13832	15689	8344	15773	8983	17542	15087	11551	6399	2863	14454	16792	3261	16259	10814	12543	15527	15836	13572	9419	17059	6838	6078	11218	12924	15577	14093	14242	13539	2928	10449	16970	16217	14956	5338	14067	14329	4095	13178	9331	12974	14499	5185	17617	2419	4546	13097	17288	16828	16837	14907	12774	14209	16760	17187	17203	13966	16341	18241
3671	18863	4683	7293	12693	7340	18633	8988	15112	0	3839	2519	10332	4934	2171	5848	12116	7806	3045	2054	4494	3356	7909	4454	4621	3771	15579	1584	529	13320	14120	8715	9670	1984	6318	3735	2623	9140	2299	3813	13877	1894	3953	1983	1242	5808	15725	2319	1597	1422	2029	10633	2131	4419	4434	7189	6716	11045	411	14864	10960	4040	7903	7206	2852	2814	8397	2579	7410	7658	2117	6256	13758	3615	2870	4655	10442	2572	16034	18010	6810	5944	9027	12607	1680	6488	5885	2210	6326	1698	18196	1438	11040	8151	12210	5587	8199	2566	11251	5952	17945	19506	2128	15584	4014	15490	3826	5816	648	2781	14428	13431	4440	7242	13295	5479	9273	2948	2495	4834	17657	12432	2460	987	2953	4655	2410	3386	16504	4979	9746	1138	15002	601	2704	5595	2332	7720	6673	1265	6471	1503	5773	13059	15614	2510	5969	13864	3180	16729	11509	9068	3928	5595	6532	17615	7501	8883	3923	2821	2182	9925	9672	4868	5942	3141	1773	5005	4532	13637	4608	11384	5312	2577	3775	18361	17722	2337	2832	15615	2579	6798	7681	5752	8706	4693	6451	7648	8573	9046	3929	3535	690	3366	4257	1909	17688	10365	1953	2646	8966	18890	2157	8479	16097	7774	14685	6449	4124	17951	6760	16385	13485	2255	2417	1734	2788	5804	7519	2669	3819	4205	4670	1300	1881	3488
